Amostra,Amplitude
11.1,0.2
10.44,0.3
10.42,0.3
10.16,0.3
10.18,0.3
10.2,0.3
10.22,0.3
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.1,0.2
10.352810469193534,0.3205526752143288
10.080031441673444,0.3089766365993794
10.373511598029994,0.2875174422525385
9.804544424024717,0.378354600156416
9.979356229641288,0.35834500761653293
10.082119700387674,0.3057789839505809
10.152207545029398,0.2142072116395774
10.024335003298566,0.21742585994030816
10.088772646549085,0.3957236684465528
10.066734865474853,0.35983171284334475
10.29881581463152,0.22365488517378665
9.95896834724684,0.3279842042655048
9.489402036833184,0.2529111224209254
10.130723719088072,0.35484673788684334
10.453950924797521,0.20375796008727104
9.709126865080247,0.32352709941517543
10.306555842871692,0.3887496157029249
10.293871753980056,0.3363640598206967
9.822442850473978,0.339526239185453
9.603840706355214,0.21204509432585397
10.246058136145544,0.2420765122147682
10.240475969756883,0.22578525953097067
9.790289406986581,0.314039354083576
9.715996412564206,0.28772030269246407
9.898069563649669,0.33062166509307966
9.912385139677763,0.25065832050795644
9.67722043048841,0.23179391672910396
9.957451943957206,0.22207502823286104
9.820906687761266,0.23931647233601072
10.077380499571852,0.27374503413219287
